analysis_type,dataset,metric_x,metric_y,spearman
prospective_final,buchwald_hartwig,boundary_coverage_mean,failure_cluster_coverage_mean,0.07210729698660381
prospective_final,buchwald_hartwig,boundary_coverage_mean,boundary_coverage_mean,1.0
prospective_final,buchwald_hartwig,boundary_coverage_mean,boundary_enrichment_mean,1.0
prospective_final,buchwald_hartwig,boundary_coverage_mean,coverage_radius_mean,0.5495495495495496
prospective_final,buchwald_hartwig,boundary_enrichment_mean,failure_recall_mean,-0.07491311685175497
prospective_final,buchwald_hartwig,boundary_enrichment_mean,failure_cluster_coverage_mean,0.07210729698660381
prospective_final,buchwald_hartwig,boundary_enrichment_mean,boundary_coverage_mean,1.0
prospective_final,buchwald_hartwig,boundary_enrichment_mean,boundary_enrichment_mean,1.0
prospective_final,buchwald_hartwig,boundary_enrichment_mean,coverage_radius_mean,0.5495495495495496
prospective_final,buchwald_hartwig,coverage_radius_mean,failure_recall_mean,-0.13952889805378418
prospective_final,buchwald_hartwig,coverage_radius_mean,failure_cluster_coverage_mean,-0.21919941220106087
prospective_final,buchwald_hartwig,coverage_radius_mean,boundary_coverage_mean,0.5495495495495496
prospective_final,buchwald_hartwig,coverage_radius_mean,boundary_enrichment_mean,0.5495495495495496
prospective_final,buchwald_hartwig,coverage_radius_mean,coverage_radius_mean,1.0
prospective_final,cobalt,failure_recall_mean,failure_recall_mean,1.0
prospective_final,cobalt,failure_recall_mean,failure_cluster_coverage_mean,-0.307475287804806
prospective_final,cobalt,failure_recall_mean,boundary_coverage_mean,0.017944912941213056
prospective_final,cobalt,failure_recall_mean,boundary_enrichment_mean,0.017944912941213056
prospective_final,cobalt,failure_recall_mean,coverage_radius_mean,0.0032314448571694344
prospective_final,cobalt,failure_cluster_coverage_mean,failure_recall_mean,-0.307475287804806
prospective_final,cobalt,failure_cluster_coverage_mean,failure_cluster_coverage_mean,1.0
prospective_final,cobalt,failure_cluster_coverage_mean,boundary_coverage_mean,-0.5096125584402513
prospective_final,cobalt,failure_cluster_coverage_mean,boundary_enrichment_mean,-0.5096125584402513
prospective_final,cobalt,failure_cluster_coverage_mean,coverage_radius_mean,-0.26020683362740105
prospective_final,cobalt,boundary_coverage_mean,failure_recall_mean,0.017944912941213056
prospective_final,cobalt,boundary_coverage_mean,failure_cluster_coverage_mean,-0.5096125584402513
prospective_final,cobalt,boundary_coverage_mean,boundary_coverage_mean,1.0
prospective_final,cobalt,boundary_coverage_mean,boundary_enrichment_mean,1.0
prospective_final,cobalt,boundary_coverage_mean,coverage_radius_mean,0.04977256635649377
prospective_final,cobalt,boundary_enrichment_mean,failure_recall_mean,0.017944912941213056
prospective_final,cobalt,boundary_enrichment_mean,failure_cluster_coverage_mean,-0.5096125584402513
prospective_final,cobalt,boundary_enrichment_mean,boundary_coverage_mean,1.0
prospective_final,cobalt,boundary_enrichment_mean,boundary_enrichment_mean,1.0
prospective_final,cobalt,boundary_enrichment_mean,coverage_radius_mean,0.04977256635649377
prospective_final,cobalt,coverage_radius_mean,failure_recall_mean,0.0032314448571694344
prospective_final,cobalt,coverage_radius_mean,failure_cluster_coverage_mean,-0.26020683362740105
prospective_final,cobalt,coverage_radius_mean,boundary_coverage_mean,0.04977256635649377
prospective_final,cobalt,coverage_radius_mean,boundary_enrichment_mean,0.04977256635649377
prospective_final,cobalt,coverage_radius_mean,coverage_radius_mean,1.0
prospective_final,suzuki_miyaura,failure_recall_mean,failure_recall_mean,1.0
prospective_final,suzuki_miyaura,failure_recall_mean,failure_cluster_coverage_mean,-0.3277104857115261
prospective_final,suzuki_miyaura,failure_recall_mean,boundary_coverage_mean,-0.1175208487647047
prospective_final,suzuki_miyaura,failure_recall_mean,boundary_enrichment_mean,-0.1175208487647047
prospective_final,suzuki_miyaura,failure_recall_mean,coverage_radius_mean,-0.32738977115123924
prospective_final,suzuki_miyaura,failure_cluster_coverage_mean,failure_recall_mean,-0.3277104857115261
prospective_final,suzuki_miyaura,failure_cluster_coverage_mean,failure_cluster_coverage_mean,1.0
prospective_final,suzuki_miyaura,failure_cluster_coverage_mean,boundary_coverage_mean,-0.026597275906128072
prospective_final,suzuki_miyaura,failure_cluster_coverage_mean,boundary_enrichment_mean,-0.026597275906128072
prospective_final,suzuki_miyaura,failure_cluster_coverage_mean,coverage_radius_mean,0.45140388584353985
prospective_final,suzuki_miyaura,boundary_coverage_mean,failure_recall_mean,-0.1175208487647047
prospective_final,suzuki_miyaura,boundary_coverage_mean,failure_cluster_coverage_mean,-0.026597275906128072
prospective_final,suzuki_miyaura,boundary_coverage_mean,boundary_coverage_mean,1.0
prospective_final,suzuki_miyaura,boundary_coverage_mean,boundary_enrichment_mean,1.0
prospective_final,suzuki_miyaura,boundary_coverage_mean,coverage_radius_mean,-0.22029684389224252
prospective_final,suzuki_miyaura,boundary_enrichment_mean,failure_recall_mean,-0.1175208487647047
prospective_final,suzuki_miyaura,boundary_enrichment_mean,failure_cluster_coverage_mean,-0.026597275906128072
prospective_final,suzuki_miyaura,boundary_enrichment_mean,boundary_coverage_mean,1.0
prospective_final,suzuki_miyaura,boundary_enrichment_mean,boundary_enrichment_mean,1.0
prospective_final,suzuki_miyaura,boundary_enrichment_mean,coverage_radius_mean,-0.22029684389224252
prospective_final,suzuki_miyaura,coverage_radius_mean,failure_recall_mean,-0.32738977115123924
prospective_final,suzuki_miyaura,coverage_radius_mean,failure_cluster_coverage_mean,0.45140388584353985
prospective_final,suzuki_miyaura,coverage_radius_mean,boundary_coverage_mean,-0.22029684389224252
prospective_final,suzuki_miyaura,coverage_radius_mean,boundary_enrichment_mean,-0.22029684389224252
prospective_final,suzuki_miyaura,coverage_radius_mean,coverage_radius_mean,1.0
static_boundary,aldol,failure_recall_mean,failure_recall_mean,1.0
static_boundary,aldol,failure_recall_mean,failure_cluster_coverage_mean,0.8216077451431567
static_boundary,aldol,failure_recall_mean,boundary_coverage_mean,-0.8843805911581462
static_boundary,aldol,failure_recall_mean,boundary_enrichment_mean,-0.8843805911581462
static_boundary,aldol,failure_recall_mean,coverage_radius_mean,0.15794657143717614
static_boundary,aldol,failure_cluster_coverage_mean,failure_recall_mean,0.8216077451431567
static_boundary,aldol,failure_cluster_coverage_mean,failure_cluster_coverage_mean,1.0
static_boundary,aldol,failure_cluster_coverage_mean,boundary_coverage_mean,-0.7714961214165087
static_boundary,aldol,failure_cluster_coverage_mean,boundary_enrichment_mean,-0.7714961214165087
static_boundary,aldol,failure_cluster_coverage_mean,coverage_radius_mean,0.14793146199614757
static_boundary,aldol,boundary_coverage_mean,failure_recall_mean,-0.8843805911581462
static_boundary,aldol,boundary_coverage_mean,failure_cluster_coverage_mean,-0.7714961214165087
static_boundary,aldol,boundary_coverage_mean,boundary_coverage_mean,1.0
static_boundary,aldol,boundary_coverage_mean,boundary_enrichment_mean,1.0
static_boundary,aldol,boundary_coverage_mean,coverage_radius_mean,-0.22180170444181246
static_boundary,aldol,boundary_enrichment_mean,failure_recall_mean,-0.8843805911581462
static_boundary,aldol,boundary_enrichment_mean,failure_cluster_coverage_mean,-0.7714961214165087
static_boundary,aldol,boundary_enrichment_mean,boundary_coverage_mean,1.0
static_boundary,aldol,boundary_enrichment_mean,boundary_enrichment_mean,1.0
static_boundary,aldol,boundary_enrichment_mean,coverage_radius_mean,-0.22180170444181246
static_boundary,aldol,coverage_radius_mean,failure_recall_mean,0.15794657143717614
static_boundary,aldol,coverage_radius_mean,failure_cluster_coverage_mean,0.14793146199614757
static_boundary,aldol,coverage_radius_mean,boundary_coverage_mean,-0.22180170444181246
static_boundary,aldol,coverage_radius_mean,boundary_enrichment_mean,-0.22180170444181246
static_boundary,aldol,coverage_radius_mean,coverage_radius_mean,1.0
static_boundary,cobalt_condition1,failure_recall_mean,failure_recall_mean,1.0
static_boundary,cobalt_condition1,failure_recall_mean,failure_cluster_coverage_mean,-0.016023113241446917
static_boundary,cobalt_condition1,failure_recall_mean,boundary_coverage_mean,-0.048105641866163514
static_boundary,cobalt_condition1,failure_recall_mean,boundary_enrichment_mean,-0.048105641866163514
static_boundary,cobalt_condition1,failure_recall_mean,coverage_radius_mean,0.25482177541493833
static_boundary,cobalt_condition1,failure_cluster_coverage_mean,failure_recall_mean,-0.016023113241446917
static_boundary,cobalt_condition1,failure_cluster_coverage_mean,failure_cluster_coverage_mean,1.0
static_boundary,cobalt_condition1,failure_cluster_coverage_mean,boundary_coverage_mean,-0.8103911765991548
static_boundary,cobalt_condition1,failure_cluster_coverage_mean,boundary_enrichment_mean,-0.8103911765991548
static_boundary,cobalt_condition1,failure_cluster_coverage_mean,coverage_radius_mean,0.2198870616158402
static_boundary,cobalt_condition1,boundary_coverage_mean,failure_recall_mean,-0.048105641866163514
static_boundary,cobalt_condition1,boundary_coverage_mean,failure_cluster_coverage_mean,-0.8103911765991548
static_boundary,cobalt_condition1,boundary_coverage_mean,boundary_coverage_mean,1.0
static_boundary,cobalt_condition1,boundary_coverage_mean,boundary_enrichment_mean,1.0
static_boundary,cobalt_condition1,boundary_coverage_mean,coverage_radius_mean,-0.44804403457796405
static_boundary,cobalt_condition1,boundary_enrichment_mean,failure_recall_mean,-0.048105641866163514
static_boundary,cobalt_condition1,boundary_enrichment_mean,failure_cluster_coverage_mean,-0.8103911765991548
static_boundary,cobalt_condition1,boundary_enrichment_mean,boundary_coverage_mean,1.0
static_boundary,cobalt_condition1,boundary_enrichment_mean,boundary_enrichment_mean,1.0
static_boundary,cobalt_condition1,boundary_enrichment_mean,coverage_radius_mean,-0.44804403457796405
static_boundary,cobalt_condition1,coverage_radius_mean,failure_recall_mean,0.25482177541493833
static_boundary,cobalt_condition1,coverage_radius_mean,failure_cluster_coverage_mean,0.2198870616158402
static_boundary,cobalt_condition1,coverage_radius_mean,boundary_coverage_mean,-0.44804403457796405
static_boundary,cobalt_condition1,coverage_radius_mean,boundary_enrichment_mean,-0.44804403457796405
static_boundary,cobalt_condition1,coverage_radius_mean,coverage_radius_mean,1.0
static_boundary,cobalt_threshold1,failure_recall_mean,failure_recall_mean,1.0
static_boundary,cobalt_threshold1,failure_recall_mean,failure_cluster_coverage_mean,-0.016023113241446917
static_boundary,cobalt_threshold1,failure_recall_mean,boundary_coverage_mean,-0.048105641866163514
static_boundary,cobalt_threshold1,failure_recall_mean,boundary_enrichment_mean,-0.048105641866163514
static_boundary,cobalt_threshold1,failure_recall_mean,coverage_radius_mean,0.25482177541493833
static_boundary,cobalt_threshold1,failure_cluster_coverage_mean,failure_recall_mean,-0.016023113241446917
static_boundary,cobalt_threshold1,failure_cluster_coverage_mean,failure_cluster_coverage_mean,1.0
static_boundary,cobalt_threshold1,failure_cluster_coverage_mean,boundary_coverage_mean,-0.8103911765991548
static_boundary,cobalt_threshold1,failure_cluster_coverage_mean,boundary_enrichment_mean,-0.8103911765991548
static_boundary,cobalt_threshold1,failure_cluster_coverage_mean,coverage_radius_mean,0.2198870616158402
static_boundary,cobalt_threshold1,boundary_coverage_mean,failure_recall_mean,-0.048105641866163514
static_boundary,cobalt_threshold1,boundary_coverage_mean,failure_cluster_coverage_mean,-0.8103911765991548
static_boundary,cobalt_threshold1,boundary_coverage_mean,boundary_coverage_mean,1.0
static_boundary,cobalt_threshold1,boundary_coverage_mean,boundary_enrichment_mean,1.0
static_boundary,cobalt_threshold1,boundary_coverage_mean,coverage_radius_mean,-0.44804403457796405
static_boundary,cobalt_threshold1,boundary_enrichment_mean,failure_recall_mean,-0.048105641866163514
static_boundary,cobalt_threshold1,boundary_enrichment_mean,failure_cluster_coverage_mean,-0.8103911765991548
static_boundary,cobalt_threshold1,boundary_enrichment_mean,boundary_coverage_mean,1.0
static_boundary,cobalt_threshold1,boundary_enrichment_mean,boundary_enrichment_mean,1.0
static_boundary,cobalt_threshold1,boundary_enrichment_mean,coverage_radius_mean,-0.44804403457796405
static_boundary,cobalt_threshold1,coverage_radius_mean,failure_recall_mean,0.25482177541493833
static_boundary,cobalt_threshold1,coverage_radius_mean,failure_cluster_coverage_mean,0.2198870616158402
static_boundary,cobalt_threshold1,coverage_radius_mean,boundary_coverage_mean,-0.44804403457796405
static_boundary,cobalt_threshold1,coverage_radius_mean,boundary_enrichment_mean,-0.44804403457796405
static_boundary,cobalt_threshold1,coverage_radius_mean,coverage_radius_mean,1.0
static_boundary,cobalt_threshold30,failure_recall_mean,failure_recall_mean,1.0
static_boundary,cobalt_threshold30,failure_recall_mean,failure_cluster_coverage_mean,-0.04754944072221693
static_boundary,cobalt_threshold30,failure_recall_mean,boundary_coverage_mean,-0.019373134091595984
static_boundary,cobalt_threshold30,failure_recall_mean,boundary_enrichment_mean,-0.019373134091595984
static_boundary,cobalt_threshold30,failure_recall_mean,coverage_radius_mean,0.2063067560400021
static_boundary,cobalt_threshold30,failure_cluster_coverage_mean,failure_recall_mean,-0.04754944072221693
static_boundary,cobalt_threshold30,failure_cluster_coverage_mean,failure_cluster_coverage_mean,1.0
static_boundary,cobalt_threshold30,failure_cluster_coverage_mean,boundary_coverage_mean,-0.8458977825475457
static_boundary,cobalt_threshold30,failure_cluster_coverage_mean,boundary_enrichment_mean,-0.8458977825475457
static_boundary,cobalt_threshold30,failure_cluster_coverage_mean,coverage_radius_mean,0.3434611737486775
static_boundary,cobalt_threshold30,boundary_coverage_mean,failure_recall_mean,-0.019373134091595984
static_boundary,cobalt_threshold30,boundary_coverage_mean,failure_cluster_coverage_mean,-0.8458977825475457
static_boundary,cobalt_threshold30,boundary_coverage_mean,boundary_coverage_mean,1.0
static_boundary,cobalt_threshold30,boundary_coverage_mean,boundary_enrichment_mean,1.0
static_boundary,cobalt_threshold30,boundary_coverage_mean,coverage_radius_mean,-0.44961815831784385
static_boundary,cobalt_threshold30,boundary_enrichment_mean,failure_recall_mean,-0.019373134091595984
static_boundary,cobalt_threshold30,boundary_enrichment_mean,failure_cluster_coverage_mean,-0.8458977825475457
static_boundary,cobalt_threshold30,boundary_enrichment_mean,boundary_coverage_mean,1.0
static_boundary,cobalt_threshold30,boundary_enrichment_mean,boundary_enrichment_mean,1.0
static_boundary,cobalt_threshold30,boundary_enrichment_mean,coverage_radius_mean,-0.44961815831784385
static_boundary,cobalt_threshold30,coverage_radius_mean,failure_recall_mean,0.2063067560400021
static_boundary,cobalt_threshold30,coverage_radius_mean,failure_cluster_coverage_mean,0.3434611737486775
static_boundary,cobalt_threshold30,coverage_radius_mean,boundary_coverage_mean,-0.44961815831784385
static_boundary,cobalt_threshold30,coverage_radius_mean,boundary_enrichment_mean,-0.44961815831784385
static_boundary,cobalt_threshold30,coverage_radius_mean,coverage_radius_mean,1.0
static_boundary,cobalt_threshold50,failure_recall_mean,failure_recall_mean,1.0
static_boundary,cobalt_threshold50,failure_recall_mean,failure_cluster_coverage_mean,0.2049680545173375
static_boundary,cobalt_threshold50,failure_recall_mean,boundary_coverage_mean,-0.5868786774047208
static_boundary,cobalt_threshold50,failure_recall_mean,boundary_enrichment_mean,-0.5868786774047208
static_boundary,cobalt_threshold50,failure_recall_mean,coverage_radius_mean,0.4338375979644642
static_boundary,cobalt_threshold50,failure_cluster_coverage_mean,failure_recall_mean,0.2049680545173375
static_boundary,cobalt_threshold50,failure_cluster_coverage_mean,failure_cluster_coverage_mean,1.0
static_boundary,cobalt_threshold50,failure_cluster_coverage_mean,boundary_coverage_mean,-0.50848115020267
static_boundary,cobalt_threshold50,failure_cluster_coverage_mean,boundary_enrichment_mean,-0.50848115020267
static_boundary,cobalt_threshold50,failure_cluster_coverage_mean,coverage_radius_mean,-0.19346714871474507
static_boundary,cobalt_threshold50,boundary_coverage_mean,failure_recall_mean,-0.5868786774047208
static_boundary,cobalt_threshold50,boundary_coverage_mean,failure_cluster_coverage_mean,-0.50848115020267
static_boundary,cobalt_threshold50,boundary_coverage_mean,boundary_coverage_mean,1.0
static_boundary,cobalt_threshold50,boundary_coverage_mean,boundary_enrichment_mean,1.0
static_boundary,cobalt_threshold50,boundary_coverage_mean,coverage_radius_mean,-0.4442268118103397
static_boundary,cobalt_threshold50,boundary_enrichment_mean,failure_recall_mean,-0.5868786774047208
static_boundary,cobalt_threshold50,boundary_enrichment_mean,failure_cluster_coverage_mean,-0.50848115020267
static_boundary,cobalt_threshold50,boundary_enrichment_mean,boundary_coverage_mean,1.0
static_boundary,cobalt_threshold50,boundary_enrichment_mean,boundary_enrichment_mean,1.0
static_boundary,cobalt_threshold50,boundary_enrichment_mean,coverage_radius_mean,-0.4442268118103397
static_boundary,cobalt_threshold50,coverage_radius_mean,failure_recall_mean,0.4338375979644642
static_boundary,cobalt_threshold50,coverage_radius_mean,failure_cluster_coverage_mean,-0.19346714871474507
static_boundary,cobalt_threshold50,coverage_radius_mean,boundary_coverage_mean,-0.4442268118103397
static_boundary,cobalt_threshold50,coverage_radius_mean,boundary_enrichment_mean,-0.4442268118103397
static_boundary,cobalt_threshold50,coverage_radius_mean,coverage_radius_mean,1.0
